Activity,Count
"('Cancel Goods Receipt', 505.0)",1
"('Cancel Goods Receipt', 507.0)",1
"('Cancel Goods Receipt', 510.0)",3
"('Cancel Goods Receipt', 514.0)",2
"('Cancel Goods Receipt', 518.0)",1
"('Cancel Goods Receipt', 522.0)",1
"('Cancel Goods Receipt', 527.0)",1
"('Cancel Goods Receipt', 532.0)",3
"('Cancel Goods Receipt', 533.0)",1
"('Cancel Goods Receipt', 541.0)",1
"('Cancel Goods Receipt', 542.0)",1
"('Cancel Goods Receipt', 546.0)",1
"('Cancel Goods Receipt', 557.0)",2
"('Cancel Goods Receipt', 564.0)",1
"('Cancel Goods Receipt', 566.0)",3
"('Cancel Goods Receipt', 570.0)",1
"('Cancel Goods Receipt', 574.0)",1
"('Cancel Goods Receipt', 575.0)",1
"('Cancel Goods Receipt', 581.0)",1
"('Cancel Goods Receipt', 590.0)",1
"('Cancel Goods Receipt', 595.0)",2
"('Cancel Goods Receipt', 598.0)",1
"('Cancel Goods Receipt', 599.0)",1
"('Cancel Goods Receipt', 600.0)",1
"('Cancel Goods Receipt', 602.0)",1
"('Cancel Goods Receipt', 603.0)",1
"('Cancel Goods Receipt', 618.0)",1
"('Cancel Goods Receipt', 619.0)",1
"('Cancel Goods Receipt', 620.0)",1
"('Cancel Goods Receipt', 624.0)",1
"('Cancel Goods Receipt', 625.0)",1
"('Cancel Goods Receipt', 629.0)",1
"('Cancel Goods Receipt', 634.0)",3
"('Cancel Goods Receipt', 637.0)",1
"('Cancel Goods Receipt', 640.0)",2
"('Cancel Goods Receipt', 641.0)",1
"('Cancel Goods Receipt', 642.0)",1
"('Cancel Goods Receipt', 643.0)",2
"('Cancel Goods Receipt', 651.0)",1
"('Cancel Goods Receipt', 656.0)",1
"('Cancel Goods Receipt', 670.0)",40
"('Cancel Goods Receipt', 674.0)",1
"('Cancel Goods Receipt', 682.0)",40
"('Cancel Goods Receipt', 683.0)",1
"('Cancel Goods Receipt', 685.0)",1
"('Cancel Goods Receipt', 686.0)",3
"('Cancel Goods Receipt', 688.0)",1
"('Cancel Goods Receipt', 694.0)",1
"('Cancel Goods Receipt', 697.0)",2
"('Cancel Goods Receipt', 704.0)",34
"('Cancel Goods Receipt', 706.0)",1
"('Cancel Goods Receipt', 707.0)",1
"('Cancel Goods Receipt', 710.0)",2
"('Cancel Goods Receipt', 712.0)",1
"('Cancel Goods Receipt', 718.0)",81
"('Cancel Goods Receipt', 724.0)",1
"('Cancel Goods Receipt', 730.0)",22
"('Cancel Goods Receipt', 735.0)",1
"('Cancel Goods Receipt', 738.0)",1
"('Cancel Goods Receipt', 739.0)",2
"('Cancel Goods Receipt', 741.0)",2
"('Cancel Goods Receipt', 742.0)",1
"('Cancel Goods Receipt', 746.0)",1
"('Cancel Goods Receipt', 748.0)",1
"('Cancel Goods Receipt', 750.0)",1
"('Cancel Goods Receipt', 751.0)",1
"('Cancel Goods Receipt', 759.0)",1
"('Cancel Goods Receipt', 774.0)",2
"('Cancel Goods Receipt', 776.0)",1
"('Cancel Goods Receipt', 778.0)",2
"('Cancel Goods Receipt', 779.0)",1
"('Cancel Goods Receipt', 782.0)",1
"('Cancel Goods Receipt', 783.0)",2
"('Cancel Goods Receipt', 791.0)",1
"('Cancel Goods Receipt', 792.0)",1
"('Cancel Goods Receipt', 796.0)",1
"('Cancel Goods Receipt', 799.0)",1
"('Cancel Goods Receipt', 801.0)",1
"('Cancel Goods Receipt', 802.0)",1
"('Cancel Goods Receipt', 804.0)",1
"('Cancel Goods Receipt', 812.0)",1
"('Cancel Goods Receipt', 813.0)",1
"('Cancel Goods Receipt', 819.0)",1
"('Cancel Goods Receipt', 825.0)",1
"('Cancel Goods Receipt', 827.0)",1
"('Cancel Goods Receipt', 828.0)",2
"('Cancel Goods Receipt', 839.0)",1
"('Cancel Goods Receipt', 840.0)",1
"('Cancel Goods Receipt', 843.0)",1
"('Cancel Goods Receipt', 851.0)",1
"('Cancel Goods Receipt', 852.0)",1
"('Cancel Goods Receipt', 853.0)",1
"('Cancel Goods Receipt', 855.0)",1
"('Cancel Goods Receipt', 858.0)",1
"('Cancel Goods Receipt', 866.0)",1
"('Cancel Goods Receipt', 869.0)",1
"('Cancel Goods Receipt', 877.0)",4
"('Cancel Goods Receipt', 881.0)",2
"('Cancel Goods Receipt', 889.0)",1
"('Cancel Goods Receipt', 894.0)",1
"('Cancel Goods Receipt', 896.0)",1
"('Cancel Goods Receipt', 907.0)",1
"('Cancel Goods Receipt', 910.0)",1
"('Cancel Goods Receipt', 913.0)",1
"('Cancel Goods Receipt', 916.0)",1
"('Cancel Goods Receipt', 920.0)",2
"('Cancel Goods Receipt', 924.0)",1
"('Cancel Goods Receipt', 925.0)",1
"('Cancel Goods Receipt', 927.0)",2
"('Cancel Goods Receipt', 936.0)",1
"('Cancel Goods Receipt', 937.0)",1
"('Cancel Goods Receipt', 944.0)",2
"('Cancel Goods Receipt', 945.0)",1
"('Cancel Goods Receipt', 955.0)",1
"('Cancel Goods Receipt', 961.0)",1
"('Cancel Goods Receipt', 965.0)",1
"('Cancel Goods Receipt', 974.0)",1
"('Cancel Goods Receipt', 979.0)",1
"('Cancel Goods Receipt', 987.0)",1
"('Cancel Goods Receipt', 1002.0)",1
"('Cancel Goods Receipt', 1012.0)",1
"('Cancel Goods Receipt', 1035.0)",1
"('Cancel Goods Receipt', 1042.0)",1
"('Cancel Goods Receipt', 1046.0)",2
"('Cancel Goods Receipt', 1047.0)",1
"('Cancel Goods Receipt', 1048.0)",1
"('Cancel Goods Receipt', 1068.0)",1
"('Cancel Goods Receipt', 1070.0)",1
"('Cancel Goods Receipt', 1081.0)",1
"('Cancel Goods Receipt', 1087.0)",2
"('Cancel Goods Receipt', 1089.0)",2
"('Cancel Goods Receipt', 1091.0)",1
"('Cancel Goods Receipt', 1094.0)",2
"('Cancel Goods Receipt', 1110.0)",1
"('Cancel Goods Receipt', 1111.0)",27
"('Cancel Goods Receipt', 1120.0)",2
"('Cancel Goods Receipt', 1122.0)",1
"('Cancel Goods Receipt', 1123.0)",1
"('Cancel Goods Receipt', 1126.0)",1
"('Cancel Goods Receipt', 1131.0)",1
"('Cancel Goods Receipt', 1136.0)",1
"('Cancel Goods Receipt', 1139.0)",1
"('Cancel Goods Receipt', 1141.0)",1
"('Cancel Goods Receipt', 1144.0)",1
"('Cancel Goods Receipt', 1145.0)",1
"('Cancel Goods Receipt', 1150.0)",2
"('Cancel Goods Receipt', 1151.0)",1
"('Cancel Goods Receipt', 1167.0)",2
"('Cancel Goods Receipt', 1168.0)",1
"('Cancel Goods Receipt', 1169.0)",1
"('Cancel Goods Receipt', 1178.0)",2
"('Cancel Goods Receipt', 1179.0)",1
"('Cancel Goods Receipt', 1194.0)",2
"('Cancel Goods Receipt', 1201.0)",1
"('Cancel Goods Receipt', 1209.0)",1
"('Cancel Goods Receipt', 1213.0)",1
"('Cancel Goods Receipt', 1215.0)",1
"('Cancel Goods Receipt', 1219.0)",5
"('Cancel Goods Receipt', 1225.0)",1
"('Cancel Goods Receipt', 1229.0)",1
"('Cancel Goods Receipt', 1232.0)",1
"('Cancel Goods Receipt', 1254.0)",1
"('Cancel Goods Receipt', 1255.0)",1
"('Cancel Goods Receipt', 1259.0)",1
"('Cancel Goods Receipt', 1262.0)",1
