Activity,Count
"('Cancel Goods Receipt', 456.0)",1
"('Cancel Goods Receipt', 463.0)",1
"('Cancel Goods Receipt', 467.0)",1
"('Cancel Goods Receipt', 468.0)",1
"('Cancel Goods Receipt', 469.0)",1
"('Cancel Goods Receipt', 470.0)",1
"('Cancel Goods Receipt', 471.0)",1
"('Cancel Goods Receipt', 472.0)",1
"('Cancel Goods Receipt', 475.0)",1
"('Cancel Goods Receipt', 477.0)",1
"('Cancel Goods Receipt', 480.0)",1
"('Cancel Goods Receipt', 483.0)",1
"('Cancel Goods Receipt', 484.0)",1
"('Cancel Goods Receipt', 487.0)",2
"('Cancel Goods Receipt', 488.0)",1
"('Cancel Goods Receipt', 490.0)",1
"('Cancel Goods Receipt', 494.0)",1
"('Cancel Goods Receipt', 515.0)",1
"('Cancel Goods Receipt', 518.0)",2
"('Cancel Goods Receipt', 521.0)",2
"('Cancel Goods Receipt', 523.0)",1
"('Cancel Goods Receipt', 525.0)",2
"('Cancel Goods Receipt', 528.0)",2
"('Cancel Goods Receipt', 532.0)",1
"('Cancel Goods Receipt', 535.0)",2
"('Cancel Goods Receipt', 545.0)",1
"('Cancel Goods Receipt', 550.0)",1
"('Cancel Goods Receipt', 557.0)",1
"('Cancel Goods Receipt', 562.0)",1
"('Cancel Goods Receipt', 565.0)",1
"('Cancel Goods Receipt', 568.0)",3
"('Cancel Goods Receipt', 572.0)",2
"('Cancel Goods Receipt', 574.0)",1
"('Cancel Goods Receipt', 580.0)",1
"('Cancel Goods Receipt', 583.0)",1
"('Cancel Goods Receipt', 584.0)",1
"('Cancel Goods Receipt', 587.0)",2
"('Cancel Goods Receipt', 588.0)",1
"('Cancel Goods Receipt', 590.0)",1
"('Cancel Goods Receipt', 591.0)",3
"('Cancel Goods Receipt', 593.0)",1
"('Cancel Goods Receipt', 596.0)",10
"('Cancel Goods Receipt', 597.0)",1
"('Cancel Goods Receipt', 611.0)",1
"('Cancel Goods Receipt', 617.0)",1
"('Cancel Goods Receipt', 623.0)",1
"('Cancel Goods Receipt', 627.0)",1
"('Cancel Goods Receipt', 631.0)",1
"('Cancel Goods Receipt', 634.0)",1
"('Cancel Goods Receipt', 637.0)",1
"('Cancel Goods Receipt', 639.0)",1
"('Cancel Goods Receipt', 644.0)",6
"('Cancel Goods Receipt', 645.0)",1
"('Cancel Goods Receipt', 649.0)",1
"('Cancel Goods Receipt', 652.0)",1
"('Cancel Goods Receipt', 653.0)",1
"('Cancel Goods Receipt', 655.0)",1
"('Cancel Goods Receipt', 656.0)",1
"('Cancel Goods Receipt', 660.0)",1
"('Cancel Goods Receipt', 666.0)",1
"('Cancel Goods Receipt', 669.0)",1
"('Cancel Goods Receipt', 670.0)",1
"('Cancel Goods Receipt', 671.0)",1
"('Cancel Goods Receipt', 680.0)",10
"('Cancel Goods Receipt', 681.0)",1
"('Cancel Goods Receipt', 686.0)",46
"('Cancel Goods Receipt', 693.0)",1
"('Cancel Goods Receipt', 704.0)",1
"('Cancel Goods Receipt', 708.0)",1
"('Cancel Goods Receipt', 709.0)",1
"('Cancel Goods Receipt', 713.0)",1
"('Cancel Goods Receipt', 723.0)",1
"('Cancel Goods Receipt', 724.0)",16
"('Cancel Goods Receipt', 727.0)",3
"('Cancel Goods Receipt', 732.0)",1
"('Cancel Goods Receipt', 733.0)",1
"('Cancel Goods Receipt', 734.0)",1
"('Cancel Goods Receipt', 735.0)",1
"('Cancel Goods Receipt', 741.0)",1
"('Cancel Goods Receipt', 743.0)",1
"('Cancel Goods Receipt', 752.0)",1
"('Cancel Goods Receipt', 755.0)",1
"('Cancel Goods Receipt', 771.0)",1
"('Cancel Goods Receipt', 796.0)",3
"('Cancel Goods Receipt', 800.0)",1
"('Cancel Goods Receipt', 814.0)",1
"('Cancel Goods Receipt', 821.0)",2
"('Cancel Goods Receipt', 850.0)",1
"('Cancel Goods Receipt', 854.0)",1
"('Cancel Goods Receipt', 863.0)",1
"('Cancel Goods Receipt', 864.0)",1
"('Cancel Goods Receipt', 874.0)",1
"('Cancel Goods Receipt', 876.0)",1
"('Cancel Goods Receipt', 877.0)",1
"('Cancel Goods Receipt', 880.0)",1
"('Cancel Goods Receipt', 882.0)",1
"('Cancel Goods Receipt', 884.0)",1
"('Cancel Goods Receipt', 886.0)",1
"('Cancel Goods Receipt', 889.0)",1
"('Cancel Goods Receipt', 899.0)",2
"('Cancel Goods Receipt', 921.0)",1
"('Cancel Goods Receipt', 923.0)",1
"('Cancel Goods Receipt', 931.0)",2
"('Cancel Goods Receipt', 953.0)",1
"('Cancel Goods Receipt', 954.0)",1
"('Cancel Goods Receipt', 960.0)",1
"('Cancel Goods Receipt', 994.0)",1
"('Cancel Goods Receipt', 996.0)",1
"('Cancel Goods Receipt', 999.0)",1
"('Cancel Goods Receipt', 1002.0)",3
"('Cancel Goods Receipt', 1005.0)",1
"('Cancel Goods Receipt', 1007.0)",1
"('Cancel Goods Receipt', 1008.0)",1
"('Cancel Goods Receipt', 1014.0)",1
"('Cancel Goods Receipt', 1015.0)",2
"('Cancel Goods Receipt', 1021.0)",1
"('Cancel Goods Receipt', 1045.0)",1
"('Cancel Goods Receipt', 1049.0)",1
"('Cancel Goods Receipt', 1054.0)",1
"('Cancel Goods Receipt', 1055.0)",2
"('Cancel Goods Receipt', 1059.0)",1
"('Cancel Goods Receipt', 1060.0)",22
"('Cancel Goods Receipt', 1067.0)",1
"('Cancel Goods Receipt', 1070.0)",1
"('Cancel Goods Receipt', 1089.0)",1
"('Cancel Goods Receipt', 1092.0)",1
"('Cancel Goods Receipt', 1093.0)",1
"('Cancel Goods Receipt', 1096.0)",1
"('Cancel Goods Receipt', 1103.0)",1
"('Cancel Goods Receipt', 1150.0)",1
"('Cancel Goods Receipt', 1155.0)",1
"('Cancel Goods Receipt', 1189.0)",1
"('Cancel Goods Receipt', 1191.0)",1
"('Cancel Goods Receipt', 1197.0)",1
"('Cancel Goods Receipt', 1203.0)",1
"('Cancel Goods Receipt', 1207.0)",1
"('Cancel Goods Receipt', 1239.0)",3
"('Cancel Goods Receipt', 1262.0)",1
"('Cancel Goods Receipt', 1284.0)",1
"('Cancel Goods Receipt', 1292.0)",1
"('Cancel Goods Receipt', 1298.0)",2
"('Cancel Goods Receipt', 1316.0)",1
"('Cancel Goods Receipt', 1321.0)",1
"('Cancel Goods Receipt', 1324.0)",1
"('Cancel Goods Receipt', 1331.0)",1
"('Cancel Goods Receipt', 1332.0)",1
"('Cancel Goods Receipt', 1336.0)",1
"('Cancel Goods Receipt', 1342.0)",1
"('Cancel Goods Receipt', 1344.0)",1
"('Cancel Goods Receipt', 1350.0)",1
"('Cancel Goods Receipt', 1355.0)",1
"('Cancel Goods Receipt', 1368.0)",1
"('Cancel Goods Receipt', 1371.0)",1
"('Cancel Goods Receipt', 1380.0)",2
"('Cancel Goods Receipt', 1384.0)",1
"('Cancel Goods Receipt', 1393.0)",1
"('Cancel Goods Receipt', 1419.0)",1
"('Cancel Goods Receipt', 1444.0)",1
"('Cancel Goods Receipt', 1465.0)",1
"('Cancel Goods Receipt', 1487.0)",1
"('Cancel Goods Receipt', 1530.0)",1
"('Cancel Goods Receipt', 1570.0)",1
"('Cancel Goods Receipt', 1582.0)",1
"('Cancel Goods Receipt', 1624.0)",1
"('Cancel Goods Receipt', 1636.0)",1
