Activity,Count
"('abort external', 2531.0)",1
"('abort external', 2536.0)",1
"('abort external', 2542.0)",1
"('abort external', 2544.0)",1
"('abort external', 2547.0)",1
"('abort external', 2551.0)",1
"('abort external', 2592.0)",1
"('abort external', 2795.0)",1
"('abort external', 2842.0)",1
"('abort external', 2843.0)",1
"('abort external', 2847.0)",1
"('abort external', 2848.0)",1
"('abort external', 3693.0)",1
"('abort external', 3985.0)",1
"('abort external', 4237.0)",1
"('abort external', 4280.0)",1
"('abort external', 4291.0)",1
"('abort external', 4307.0)",1
"('abort external', 4540.0)",1
"('abort external', 4557.0)",1
"('abort external', 4558.0)",3
"('abort external', 4580.0)",1
"('abort external', 4581.0)",1
"('abort external', 5948.0)",1
"('abort external', 5964.0)",1
"('abort external', 6012.0)",1
"('abort external', 6031.0)",1
"('abort external', 6425.0)",2
"('abort external', 6818.0)",1
"('abort external', 6833.0)",3
"('abort external', 6834.0)",1
"('abort external', 6835.0)",1
"('abort external', 6836.0)",1
"('abort external', 6842.0)",2
"('abort external', 6844.0)",1
"('abort external', 6849.0)",1
"('abort external', 6852.0)",1
"('abort external', 6853.0)",3
"('abort external', 6867.0)",1
"('abort external', 6870.0)",2
"('abort external', 6874.0)",1
"('abort external', 6876.0)",1
"('abort external', 6877.0)",1
"('abort external', 6886.0)",1
"('abort external', 6887.0)",1
"('abort external', 6892.0)",1
"('abort external', 6894.0)",1
"('abort external', 6895.0)",1
"('abort external', 6896.0)",3
"('abort external', 6897.0)",1
"('abort external', 6898.0)",1
"('abort external', 6900.0)",1
"('abort external', 6901.0)",3
"('abort external', 6903.0)",1
"('abort external', 6904.0)",3
"('abort external', 6906.0)",2
"('abort external', 6908.0)",2
"('abort external', 6909.0)",1
"('abort external', 6910.0)",2
"('abort external', 7372.0)",44
"('abort external', 7373.0)",96
"('abort external', 7375.0)",106
"('abort external', 7377.0)",366
"('abort payment', 1.0)",19
"('abort payment', 2.0)",144
"('abort payment', 3.0)",4
"('abort payment', 4.0)",21
"('abort payment', 5.0)",308
"('abort payment', 6.0)",1
"('abort payment', 7.0)",4
"('abort payment', 8.0)",324
"('abort payment', 10.0)",1
"('abort payment', 12.0)",2
"('abort payment', 16.0)",1
"('abort payment', 17.0)",2
"('abort payment', 28.0)",28
"('abort payment', 30.0)",1
"('abort payment', 32.0)",1
"('abort payment', 33.0)",1
"('abort payment', 36.0)",51
"('abort payment', 37.0)",1831
"('abort payment', 38.0)",25
"('abort payment', 43.0)",2
"('abort payment', 45.0)",21
"('abort payment', 49.0)",1
"('abort payment', 50.0)",2
"('abort payment', 51.0)",2
"('abort payment', 52.0)",2
"('abort payment', 54.0)",7
"('abort payment', 55.0)",6
"('abort payment', 56.0)",866
"('abort payment', 57.0)",2254
"('abort payment', 58.0)",1222
"('abort payment', 59.0)",49
"('abort payment', 65.0)",1
"('abort payment', 191.0)",147
"('abort payment', 192.0)",1546
"('abort payment', 193.0)",2011
"('abort payment', 194.0)",695
"('abort payment', 195.0)",2
"('abort payment', 216.0)",1
"('abort payment', 220.0)",1
"('abort payment', 231.0)",7
"('abort payment', 232.0)",85
"('abort payment', 241.0)",10
"('abort payment', 247.0)",1
"('abort payment', 248.0)",2
"('abort payment', 249.0)",710
"('abort payment', 250.0)",2508
"('abort payment', 251.0)",543
"('abort payment', 256.0)",296
"('abort payment', 258.0)",1
"('abort payment', 264.0)",1
"('abort payment', 266.0)",1
"('abort payment', 267.0)",37
"('abort payment', 268.0)",1868
"('abort payment', 287.0)",1
"('abort payment', 288.0)",1
"('abort payment', 332.0)",1
"('abort payment', 333.0)",201
"('abort payment', 334.0)",1547
"('abort payment', 335.0)",2056
"('abort payment', 336.0)",761
"('abort payment', 534.0)",1
"('abort payment', 536.0)",2
"('abort payment', 537.0)",1
"('abort payment', 538.0)",1
"('abort payment', 543.0)",1
"('abort payment', 565.0)",1
"('abort payment', 575.0)",1
"('abort payment', 577.0)",1
"('abort payment', 579.0)",1
"('abort payment', 580.0)",1
"('abort payment', 589.0)",2
"('abort payment', 592.0)",461
"('abort payment', 593.0)",1358
"('abort payment', 594.0)",70
"('abort payment', 600.0)",1
"('abort payment', 607.0)",1
"('abort payment', 631.0)",24
"('abort payment', 632.0)",804
"('abort payment', 633.0)",1626
"('abort payment', 634.0)",1059
"('abort payment', 635.0)",184
"('abort payment', 807.0)",226
"('abort payment', 808.0)",401
"('abort payment', 809.0)",405
"('abort payment', 810.0)",405
"('abort payment', 811.0)",396
"('abort payment', 812.0)",38
"('abort payment', 845.0)",470
"('abort payment', 846.0)",1523
"('abort payment', 847.0)",1748
"('abort payment', 848.0)",724
"('abort payment', 849.0)",8
"('abort payment', 2229.0)",1
"('abort payment', 2821.0)",1
"('abort payment', 4013.0)",1
"('abort payment', 4027.0)",1
"('abort payment', 4029.0)",1
"('abort payment', 4588.0)",1
"('abort payment', 4591.0)",1
"('abort payment', 4677.0)",3
"('abort payment', 4678.0)",3
"('abort payment', 4839.0)",1
"('abort payment', 4854.0)",89
"('approve', 1.0)",476
"('approve', 2.0)",27
"('approve', 3.0)",10
"('approve', 4.0)",11
"('approve', 5.0)",5
"('approve', 6.0)",1
"('approve', 7.0)",1
"('approve', 8.0)",2
"('approve', 9.0)",1
"('approve', 10.0)",1
"('approve', 11.0)",3
"('approve', 12.0)",1
"('approve', 14.0)",2
"('approve', 15.0)",2
"('approve', 17.0)",6
"('approve', 18.0)",1
"('approve', 19.0)",2
"('approve', 24.0)",2
"('approve', 31.0)",1
"('approve', 32.0)",1
"('approve', 37.0)",1
"('approve', 39.0)",1
"('approve', 41.0)",1
"('approve', 49.0)",1
"('approve', 58.0)",1
"('approve', 180.0)",1
"('approve', 193.0)",1
"('approve', 194.0)",1
"('approve', 220.0)",1
"('approve', 221.0)",1
"('approve', 223.0)",1
"('approve', 233.0)",1
"('approve', 254.0)",1
"('approve', 257.0)",1
"('approve', 275.0)",1
"('approve', 279.0)",1
"('approve', 298.0)",1
"('approve', 301.0)",1
"('approve', 304.0)",1
"('approve', 305.0)",2
"('approve', 306.0)",1
"('approve', 316.0)",1
"('approve', 317.0)",1
"('approve', 343.0)",1
"('approve', 483.0)",1
"('approve', 549.0)",1
"('approve', 605.0)",1
"('approve', 758.0)",1
"('approve', 865.0)",1
"('approve', 1096.0)",1
"('approve', 1097.0)",2
"('approve', 1408.0)",1
"('approve', 1681.0)",1
"('approve', 1714.0)",1
"('approve', 1767.0)",1
"('approve', 2005.0)",1
"('approve', 2066.0)",1
"('approve', 2440.0)",1
"('approve', 2647.0)",1
"('approve', 3382.0)",1
"('approve', 3448.0)",1
"('approve', 3718.0)",1
"('approve', 4079.0)",1
"('approve', 4881.0)",1
"('approve', 4948.0)",1
"('approve', 5487.0)",1
"('approve', 5728.0)",1
"('approve', 7529.0)",1
"('approve', 8392.0)",1
"('approve', 13594.0)",1
"('approve', 15821.0)",1
"('approve', 17386.0)",1
"('approve', 17643.0)",1
"('approve', 19720.0)",1
"('approve', 20107.0)",1
"('approve', 20786.0)",1
"('approve', 23932.0)",1
"('approve', 25088.0)",1
"('approve', 29334.0)",1
"('approve', 47849.0)",1
"('approve', 79559.0)",1
"('begin admissibility check', 1.0)",539
"('begin admissibility check', 2.0)",58
"('begin admissibility check', 3.0)",32
"('begin admissibility check', 4.0)",13
"('begin admissibility check', 5.0)",13
"('begin admissibility check', 6.0)",11
"('begin admissibility check', 7.0)",3
"('begin admissibility check', 8.0)",6
"('begin admissibility check', 9.0)",7
"('begin admissibility check', 10.0)",4
"('begin admissibility check', 11.0)",3
"('begin admissibility check', 12.0)",7
"('begin admissibility check', 13.0)",6
"('begin admissibility check', 14.0)",6
"('begin admissibility check', 15.0)",3
"('begin admissibility check', 16.0)",3
"('begin admissibility check', 17.0)",4
"('begin admissibility check', 18.0)",3
"('begin admissibility check', 19.0)",1
"('begin admissibility check', 20.0)",2
"('begin admissibility check', 22.0)",1
"('begin admissibility check', 25.0)",1
"('begin admissibility check', 26.0)",4
"('begin admissibility check', 28.0)",1
"('begin admissibility check', 29.0)",1
"('begin admissibility check', 32.0)",1
"('begin admissibility check', 35.0)",1
"('begin admissibility check', 39.0)",1
"('begin admissibility check', 42.0)",1
"('begin admissibility check', 44.0)",1
"('begin admissibility check', 45.0)",1
"('begin admissibility check', 46.0)",1
"('begin admissibility check', 49.0)",1
"('begin admissibility check', 57.0)",1
"('begin admissibility check', 67.0)",1
"('begin admissibility check', 81.0)",1
"('begin admissibility check', 103.0)",1
"('begin admissibility check', 181.0)",2
"('begin admissibility check', 222.0)",1
"('begin admissibility check', 232.0)",1
"('begin admissibility check', 234.0)",1
"('begin admissibility check', 235.0)",1
"('begin admissibility check', 244.0)",1
"('begin admissibility check', 245.0)",1
"('begin admissibility check', 248.0)",1
"('begin admissibility check', 249.0)",1
"('begin admissibility check', 253.0)",1
"('begin admissibility check', 260.0)",2
"('begin admissibility check', 262.0)",1
"('begin admissibility check', 263.0)",1
"('begin admissibility check', 265.0)",1
"('begin admissibility check', 267.0)",1
"('begin admissibility check', 270.0)",1
"('begin admissibility check', 271.0)",3
"('begin admissibility check', 272.0)",2
"('begin admissibility check', 274.0)",2
"('begin admissibility check', 275.0)",1
"('begin admissibility check', 276.0)",2
"('begin admissibility check', 279.0)",1
"('begin admissibility check', 280.0)",2
"('begin admissibility check', 281.0)",2
"('begin admissibility check', 283.0)",1
"('begin admissibility check', 284.0)",1
"('begin admissibility check', 285.0)",1
"('begin admissibility check', 286.0)",2
"('begin admissibility check', 287.0)",1
"('begin admissibility check', 293.0)",1
"('begin admissibility check', 295.0)",1
"('begin admissibility check', 297.0)",4
"('begin admissibility check', 298.0)",1
"('begin admissibility check', 299.0)",1
"('begin admissibility check', 303.0)",1
"('begin admissibility check', 307.0)",1
"('begin admissibility check', 310.0)",1
"('begin admissibility check', 312.0)",1
"('begin admissibility check', 313.0)",1
"('begin admissibility check', 334.0)",1
"('begin admissibility check', 342.0)",1
"('begin admissibility check', 346.0)",1
"('begin admissibility check', 348.0)",1
"('begin admissibility check', 354.0)",1
"('begin admissibility check', 386.0)",1
"('begin admissibility check', 507.0)",1
"('begin admissibility check', 533.0)",1
"('begin admissibility check', 534.0)",1
"('begin admissibility check', 539.0)",1
"('begin admissibility check', 541.0)",1
"('begin admissibility check', 544.0)",1
"('begin admissibility check', 554.0)",1
"('begin admissibility check', 559.0)",1
"('begin admissibility check', 572.0)",1
"('begin admissibility check', 573.0)",1
"('begin admissibility check', 588.0)",1
"('begin admissibility check', 591.0)",1
"('begin admissibility check', 606.0)",1
"('begin admissibility check', 612.0)",1
"('begin admissibility check', 623.0)",1
"('begin admissibility check', 624.0)",1
"('begin admissibility check', 628.0)",1
"('begin admissibility check', 635.0)",1
"('begin admissibility check', 660.0)",1
"('begin admissibility check', 668.0)",1
"('begin admissibility check', 791.0)",1
"('begin admissibility check', 793.0)",1
"('begin admissibility check', 804.0)",1
"('begin admissibility check', 806.0)",1
"('begin admissibility check', 811.0)",1
"('begin admissibility check', 813.0)",1
"('begin admissibility check', 816.0)",1
"('begin admissibility check', 818.0)",1
"('begin admissibility check', 848.0)",1
"('begin admissibility check', 858.0)",1
"('begin admissibility check', 863.0)",2
"('begin admissibility check', 870.0)",1
"('begin admissibility check', 872.0)",1
"('begin admissibility check', 873.0)",1
"('begin admissibility check', 878.0)",1
"('begin admissibility check', 879.0)",1
"('begin admissibility check', 901.0)",1
"('begin admissibility check', 902.0)",1
"('begin admissibility check', 1094.0)",1
"('begin admissibility check', 1122.0)",1
"('begin admissibility check', 1126.0)",1
"('begin admissibility check', 1149.0)",1
"('begin admissibility check', 1158.0)",1
"('begin admissibility check', 1159.0)",1
"('begin admissibility check', 1160.0)",1
"('begin admissibility check', 1161.0)",1
"('begin admissibility check', 1167.0)",1
"('begin admissibility check', 1168.0)",1
"('begin admissibility check', 1170.0)",1
"('begin admissibility check', 1179.0)",1
"('begin admissibility check', 1181.0)",1
"('begin admissibility check', 1227.0)",1
"('begin admissibility check', 1400.0)",1
"('begin admissibility check', 1412.0)",1
"('begin admissibility check', 1420.0)",1
"('begin admissibility check', 1430.0)",1
"('begin admissibility check', 1446.0)",1
"('begin admissibility check', 1453.0)",1
"('begin admissibility check', 1461.0)",1
"('begin admissibility check', 1464.0)",1
"('begin admissibility check', 1499.0)",1
"('begin admissibility check', 1630.0)",1
"('begin admissibility check', 1662.0)",1
"('begin admissibility check', 1677.0)",1
"('begin admissibility check', 1678.0)",1
"('begin admissibility check', 1679.0)",1
"('begin admissibility check', 1705.0)",1
"('begin admissibility check', 1706.0)",1
"('begin admissibility check', 1708.0)",1
"('begin admissibility check', 1712.0)",1
"('begin admissibility check', 1725.0)",1
"('begin admissibility check', 1726.0)",1
"('begin admissibility check', 1739.0)",1
"('begin admissibility check', 1748.0)",1
"('begin admissibility check', 1749.0)",1
"('begin admissibility check', 1758.0)",1
"('begin admissibility check', 1760.0)",1
"('begin admissibility check', 1764.0)",1
"('begin admissibility check', 1765.0)",1
"('begin admissibility check', 1770.0)",1
"('begin admissibility check', 1775.0)",1
"('begin admissibility check', 1778.0)",1
"('begin admissibility check', 1915.0)",1
"('begin admissibility check', 1933.0)",1
"('begin admissibility check', 1976.0)",1
"('begin admissibility check', 1978.0)",1
"('begin admissibility check', 1983.0)",1
"('begin admissibility check', 1986.0)",1
"('begin admissibility check', 1989.0)",1
"('begin admissibility check', 1990.0)",1
"('begin admissibility check', 1992.0)",1
"('begin admissibility check', 2001.0)",1
"('begin admissibility check', 2012.0)",1
"('begin admissibility check', 2020.0)",1
"('begin admissibility check', 2022.0)",2
"('begin admissibility check', 2023.0)",1
"('begin admissibility check', 2031.0)",1
"('begin admissibility check', 2039.0)",1
"('begin admissibility check', 2055.0)",1
"('begin admissibility check', 2060.0)",1
"('begin admissibility check', 2089.0)",1
"('begin admissibility check', 2131.0)",1
"('begin admissibility check', 2222.0)",1
"('begin admissibility check', 2223.0)",1
"('begin admissibility check', 2224.0)",2
"('begin admissibility check', 2263.0)",1
"('begin admissibility check', 2270.0)",1
"('begin admissibility check', 2273.0)",2
"('begin admissibility check', 2274.0)",1
"('begin admissibility check', 2284.0)",1
"('begin admissibility check', 2287.0)",1
"('begin admissibility check', 2297.0)",1
"('begin admissibility check', 2305.0)",1
"('begin admissibility check', 2328.0)",1
"('begin admissibility check', 2330.0)",1
"('begin admissibility check', 2344.0)",1
"('begin admissibility check', 2348.0)",3
"('begin admissibility check', 2381.0)",1
"('begin admissibility check', 2399.0)",1
"('begin admissibility check', 2407.0)",1
"('begin admissibility check', 2410.0)",1
"('begin admissibility check', 2499.0)",1
"('begin admissibility check', 2505.0)",1
"('begin admissibility check', 2509.0)",1
"('begin admissibility check', 2510.0)",1
"('begin admissibility check', 2514.0)",1
"('begin admissibility check', 2517.0)",1
"('begin admissibility check', 2519.0)",1
"('begin admissibility check', 2521.0)",1
"('begin admissibility check', 2539.0)",1
"('begin admissibility check', 2545.0)",1
"('begin admissibility check', 2573.0)",1
"('begin admissibility check', 2577.0)",1
"('begin admissibility check', 2587.0)",1
"('begin admissibility check', 2608.0)",1
"('begin admissibility check', 2805.0)",1
"('begin admissibility check', 2842.0)",1
"('begin admissibility check', 2850.0)",1
"('begin admissibility check', 2861.0)",1
"('begin admissibility check', 3068.0)",1
"('begin admissibility check', 3174.0)",1
"('begin admissibility check', 3190.0)",1
"('begin admissibility check', 3201.0)",1
"('begin admissibility check', 3214.0)",1
"('begin admissibility check', 3397.0)",1
"('begin admissibility check', 3474.0)",1
"('begin admissibility check', 3481.0)",1
"('begin admissibility check', 3490.0)",1
"('begin admissibility check', 3493.0)",1
"('begin admissibility check', 3504.0)",1
"('begin admissibility check', 3518.0)",1
"('begin admissibility check', 3565.0)",1
"('begin admissibility check', 3684.0)",1
"('begin admissibility check', 3712.0)",1
"('begin admissibility check', 3714.0)",1
"('begin admissibility check', 3717.0)",1
"('begin admissibility check', 3749.0)",1
"('begin admissibility check', 3769.0)",1
"('begin admissibility check', 3773.0)",1
"('begin admissibility check', 3775.0)",1
"('begin admissibility check', 3784.0)",1
"('begin admissibility check', 3786.0)",1
"('begin admissibility check', 3799.0)",1
"('begin admissibility check', 3812.0)",1
"('begin admissibility check', 3820.0)",1
"('begin admissibility check', 3933.0)",1
"('begin admissibility check', 3972.0)",1
"('begin admissibility check', 3976.0)",1
"('begin admissibility check', 3990.0)",1
"('begin admissibility check', 4002.0)",1
"('begin admissibility check', 4030.0)",1
"('begin admissibility check', 4031.0)",1
"('begin admissibility check', 4037.0)",3
"('begin admissibility check', 4041.0)",1
"('begin admissibility check', 4058.0)",1
"('begin admissibility check', 4061.0)",1
"('begin admissibility check', 4064.0)",1
"('begin admissibility check', 4077.0)",1
"('begin admissibility check', 4239.0)",1
"('begin admissibility check', 4254.0)",1
"('begin admissibility check', 4267.0)",1
"('begin admissibility check', 4292.0)",1
"('begin admissibility check', 4299.0)",1
"('begin admissibility check', 4351.0)",1
"('begin admissibility check', 4406.0)",1
"('begin admissibility check', 4538.0)",1
"('begin admissibility check', 4553.0)",1
"('begin admissibility check', 4565.0)",1
"('begin admissibility check', 4581.0)",1
"('begin admissibility check', 4910.0)",1
"('begin admissibility check', 4940.0)",1
"('begin admissibility check', 4942.0)",1
"('begin admissibility check', 5194.0)",1
"('begin admissibility check', 5219.0)",1
"('begin admissibility check', 5254.0)",1
"('begin admissibility check', 5278.0)",1
"('begin admissibility check', 5377.0)",1
"('begin admissibility check', 5469.0)",1
"('begin admissibility check', 5470.0)",1
"('begin admissibility check', 5496.0)",1
"('begin admissibility check', 5575.0)",1
"('begin admissibility check', 5588.0)",1
"('begin admissibility check', 5720.0)",1
"('begin admissibility check', 5733.0)",1
"('begin admissibility check', 5739.0)",1
"('begin admissibility check', 5760.0)",1
"('begin admissibility check', 5801.0)",1
"('begin admissibility check', 5804.0)",1
"('begin admissibility check', 6005.0)",1
"('begin admissibility check', 6096.0)",1
"('begin admissibility check', 6130.0)",1
"('begin admissibility check', 6266.0)",1
"('begin admissibility check', 6307.0)",1
"('begin admissibility check', 6353.0)",1
"('begin admissibility check', 6370.0)",2
"('begin admissibility check', 6371.0)",1
"('begin admissibility check', 6388.0)",1
"('begin admissibility check', 6399.0)",1
"('begin admissibility check', 6414.0)",1
"('begin admissibility check', 6540.0)",1
"('begin admissibility check', 6654.0)",1
"('begin admissibility check', 6918.0)",1
"('begin admissibility check', 7188.0)",1
