Activity,Count
"('begin admissibility check', 1198.0)",1
"('begin admissibility check', 1240.0)",2
"('begin admissibility check', 1241.0)",1
"('begin admissibility check', 1267.0)",1
"('begin admissibility check', 1286.0)",1
"('begin admissibility check', 1292.0)",1
"('begin admissibility check', 1294.0)",3
"('begin admissibility check', 1297.0)",2
"('begin admissibility check', 1300.0)",1
"('begin admissibility check', 1301.0)",1
"('begin admissibility check', 1302.0)",1
"('begin admissibility check', 1306.0)",1
"('begin admissibility check', 1334.0)",1
"('begin admissibility check', 1338.0)",1
"('begin admissibility check', 1339.0)",1
"('begin admissibility check', 1340.0)",1
"('begin admissibility check', 1342.0)",2
"('begin admissibility check', 1343.0)",1
"('begin admissibility check', 1344.0)",2
"('begin admissibility check', 1346.0)",1
"('begin admissibility check', 1349.0)",1
"('begin admissibility check', 1381.0)",1
"('begin admissibility check', 1397.0)",1
"('begin admissibility check', 1398.0)",1
"('begin admissibility check', 1400.0)",1
"('begin admissibility check', 1435.0)",1
"('begin admissibility check', 1436.0)",4
"('begin admissibility check', 1437.0)",1
"('begin admissibility check', 1438.0)",1
"('begin admissibility check', 1444.0)",2
"('begin admissibility check', 1447.0)",1
"('begin admissibility check', 1449.0)",1
"('begin admissibility check', 1475.0)",1
"('begin admissibility check', 1485.0)",1
"('begin admissibility check', 1487.0)",1
"('begin admissibility check', 1534.0)",1
"('begin admissibility check', 1548.0)",1
"('begin admissibility check', 1581.0)",1
"('begin admissibility check', 1582.0)",1
"('begin admissibility check', 1597.0)",1
"('begin admissibility check', 1629.0)",1
"('begin admissibility check', 1633.0)",1
"('begin admissibility check', 1634.0)",1
"('begin admissibility check', 1636.0)",1
"('begin admissibility check', 1645.0)",1
"('begin admissibility check', 1666.0)",1
"('begin admissibility check', 1678.0)",1
"('begin admissibility check', 1679.0)",1
"('begin admissibility check', 1683.0)",1
"('begin admissibility check', 1684.0)",1
"('begin admissibility check', 1688.0)",1
"('begin admissibility check', 1690.0)",1
"('begin admissibility check', 1725.0)",2
"('begin admissibility check', 1726.0)",1
"('begin admissibility check', 1727.0)",1
"('begin admissibility check', 1729.0)",1
"('begin admissibility check', 1730.0)",2
"('begin admissibility check', 1734.0)",1
"('begin admissibility check', 1735.0)",1
"('begin admissibility check', 1737.0)",1
"('begin admissibility check', 1739.0)",1
"('begin admissibility check', 1767.0)",1
"('begin admissibility check', 1768.0)",1
"('begin admissibility check', 1769.0)",3
"('begin admissibility check', 1772.0)",1
"('begin admissibility check', 1773.0)",2
"('begin admissibility check', 1774.0)",1
"('begin admissibility check', 1776.0)",1
"('begin admissibility check', 1778.0)",1
"('begin admissibility check', 1781.0)",3
"('begin admissibility check', 1786.0)",1
"('begin admissibility check', 1817.0)",1
"('begin admissibility check', 1830.0)",1
"('begin admissibility check', 1835.0)",1
"('begin admissibility check', 1864.0)",1
"('begin admissibility check', 1872.0)",1
"('begin admissibility check', 1881.0)",1
"('begin admissibility check', 1917.0)",2
"('begin admissibility check', 1923.0)",1
"('begin admissibility check', 1924.0)",1
"('begin admissibility check', 1925.0)",1
"('begin admissibility check', 1926.0)",1
"('begin admissibility check', 1927.0)",1
"('begin admissibility check', 1928.0)",1
"('begin admissibility check', 1964.0)",1
"('begin admissibility check', 1965.0)",1
"('begin admissibility check', 1966.0)",2
"('begin admissibility check', 1969.0)",2
"('begin admissibility check', 1970.0)",1
"('begin admissibility check', 1971.0)",1
"('begin admissibility check', 1972.0)",1
"('begin admissibility check', 1973.0)",1
"('begin admissibility check', 1975.0)",1
"('begin admissibility check', 1976.0)",2
"('begin admissibility check', 1983.0)",1
"('begin admissibility check', 1984.0)",2
"('begin admissibility check', 2007.0)",2
"('begin admissibility check', 2008.0)",2
"('begin admissibility check', 2009.0)",1
"('begin admissibility check', 2012.0)",1
"('begin admissibility check', 2014.0)",1
"('begin admissibility check', 2018.0)",1
"('begin admissibility check', 2024.0)",2
"('begin admissibility check', 2055.0)",1
"('begin admissibility check', 2056.0)",1
"('begin admissibility check', 2061.0)",2
"('begin admissibility check', 2064.0)",1
"('begin admissibility check', 2065.0)",1
"('begin admissibility check', 2105.0)",1
"('begin admissibility check', 2110.0)",1
"('begin admissibility check', 2112.0)",1
"('begin admissibility check', 2118.0)",1
"('begin admissibility check', 2120.0)",2
"('begin admissibility check', 2122.0)",1
"('begin admissibility check', 2154.0)",1
"('begin admissibility check', 2248.0)",1
"('begin admissibility check', 2251.0)",1
"('begin admissibility check', 2252.0)",1
"('begin admissibility check', 2299.0)",1
"('begin admissibility check', 2301.0)",1
"('begin admissibility check', 2306.0)",1
"('begin admissibility check', 2341.0)",1
"('begin admissibility check', 2355.0)",1
"('begin admissibility check', 2398.0)",1
"('begin admissibility check', 2402.0)",1
"('begin admissibility check', 2407.0)",1
"('begin admissibility check', 2445.0)",2
"('begin admissibility check', 2459.0)",1
"('begin admissibility check', 2462.0)",1
"('begin admissibility check', 2504.0)",1
"('begin admissibility check', 2589.0)",1
"('begin admissibility check', 2593.0)",2
"('begin admissibility check', 2595.0)",1
"('begin admissibility check', 2633.0)",1
"('begin admissibility check', 2638.0)",3
"('begin admissibility check', 2646.0)",1
"('begin admissibility check', 2684.0)",1
"('begin admissibility check', 2685.0)",1
"('begin admissibility check', 2689.0)",1
"('begin admissibility check', 2694.0)",1
"('begin admissibility check', 2700.0)",2
"('begin admissibility check', 2701.0)",1
"('begin admissibility check', 2731.0)",2
"('begin admissibility check', 2733.0)",1
"('begin admissibility check', 2735.0)",1
"('begin admissibility check', 2737.0)",1
"('begin admissibility check', 2739.0)",1
"('begin admissibility check', 2740.0)",1
"('begin admissibility check', 2782.0)",1
"('begin admissibility check', 2797.0)",1
"('begin admissibility check', 2845.0)",1
"('begin admissibility check', 2870.0)",1
"('begin admissibility check', 2884.0)",1
"('begin admissibility check', 2928.0)",1
"('begin admissibility check', 2930.0)",1
"('begin admissibility check', 2979.0)",1
"('begin admissibility check', 3008.0)",1
"('begin admissibility check', 3020.0)",1
"('begin admissibility check', 3023.0)",1
"('begin admissibility check', 3069.0)",2
"('begin admissibility check', 3070.0)",2
"('begin admissibility check', 3071.0)",7
"('begin admissibility check', 3072.0)",2
"('begin admissibility check', 3074.0)",1
"('begin admissibility check', 3075.0)",1
"('begin admissibility check', 3109.0)",1
"('begin admissibility check', 3177.0)",1
"('begin admissibility check', 3273.0)",1
"('begin admissibility check', 3313.0)",1
"('begin admissibility check', 3354.0)",1
"('begin admissibility check', 3356.0)",1
"('begin admissibility check', 3358.0)",1
"('begin admissibility check', 3367.0)",1
"('begin admissibility check', 3370.0)",1
"('begin admissibility check', 3374.0)",1
"('begin admissibility check', 3376.0)",1
"('begin admissibility check', 3380.0)",1
"('begin admissibility check', 3408.0)",1
"('begin admissibility check', 3454.0)",1
"('begin admissibility check', 3502.0)",1
"('begin admissibility check', 3548.0)",1
"('begin admissibility check', 3599.0)",1
"('begin admissibility check', 3633.0)",1
"('begin admissibility check', 3638.0)",1
"('begin admissibility check', 3651.0)",1
"('begin admissibility check', 3691.0)",1
"('begin admissibility check', 3710.0)",1
"('begin admissibility check', 3713.0)",1
"('begin admissibility check', 3753.0)",1
"('begin admissibility check', 3763.0)",1
"('begin admissibility check', 3796.0)",1
"('begin admissibility check', 3847.0)",1
"('begin admissibility check', 3930.0)",1
"('begin admissibility check', 3943.0)",1
"('begin admissibility check', 3979.0)",1
"('begin admissibility check', 3981.0)",1
"('begin admissibility check', 3987.0)",1
"('begin admissibility check', 3989.0)",1
"('begin admissibility check', 3999.0)",1
"('begin admissibility check', 4026.0)",1
"('begin admissibility check', 4029.0)",1
"('begin admissibility check', 4030.0)",1
"('begin admissibility check', 4031.0)",1
"('begin admissibility check', 4035.0)",1
"('begin admissibility check', 4040.0)",1
"('begin admissibility check', 4071.0)",1
"('begin admissibility check', 4084.0)",1
"('begin admissibility check', 4091.0)",1
"('begin admissibility check', 4095.0)",1
"('begin admissibility check', 4120.0)",1
"('begin admissibility check', 4174.0)",2
"('begin admissibility check', 4188.0)",1
"('begin admissibility check', 4267.0)",1
"('begin admissibility check', 4315.0)",1
"('begin admissibility check', 4325.0)",1
"('begin admissibility check', 4329.0)",2
"('begin admissibility check', 4331.0)",1
"('begin admissibility check', 4366.0)",1
"('begin admissibility check', 4367.0)",4
"('begin admissibility check', 4368.0)",1
"('begin admissibility check', 4378.0)",1
"('begin admissibility check', 4564.0)",1
"('begin admissibility check', 4568.0)",1
"('begin admissibility check', 4572.0)",1
"('begin admissibility check', 4611.0)",2
"('begin admissibility check', 4649.0)",1
"('begin admissibility check', 4701.0)",2
"('begin admissibility check', 4702.0)",1
"('begin admissibility check', 4705.0)",1
"('begin admissibility check', 4708.0)",2
"('begin admissibility check', 4709.0)",2
"('begin admissibility check', 4749.0)",2
"('begin admissibility check', 4750.0)",1
"('begin admissibility check', 4751.0)",1
"('begin admissibility check', 4752.0)",2
"('begin admissibility check', 4801.0)",1
"('begin admissibility check', 4806.0)",1
"('begin admissibility check', 4857.0)",1
"('begin admissibility check', 4943.0)",1
"('begin admissibility check', 4999.0)",1
"('begin admissibility check', 5035.0)",1
"('begin admissibility check', 5042.0)",1
"('begin admissibility check', 5080.0)",2
"('begin admissibility check', 5095.0)",1
"('begin admissibility check', 5133.0)",1
"('begin admissibility check', 5189.0)",1
"('begin admissibility check', 5278.0)",2
"('begin admissibility check', 5290.0)",1
"('begin admissibility check', 5328.0)",1
"('begin admissibility check', 5419.0)",1
"('begin admissibility check', 5426.0)",1
"('begin admissibility check', 5462.0)",1
"('begin admissibility check', 5615.0)",1
"('begin admissibility check', 5912.0)",1
"('begin admissibility check', 5958.0)",1
"('begin admissibility check', 6004.0)",1
"('begin admissibility check', 6111.0)",1
"('begin admissibility check', 6193.0)",1
"('begin admissibility check', 6322.0)",1
"('begin admissibility check', 6325.0)",1
"('begin admissibility check', 6330.0)",1
"('begin admissibility check', 6399.0)",1
"('begin admissibility check', 6437.0)",1
"('begin admissibility check', 6472.0)",2
"('begin admissibility check', 6528.0)",1
"('begin admissibility check', 6572.0)",1
"('begin admissibility check', 6671.0)",1
"('begin admissibility check', 6716.0)",1
"('begin admissibility check', 6722.0)",1
"('begin admissibility check', 6729.0)",1
"('begin admissibility check', 6823.0)",1
"('begin admissibility check', 6915.0)",3
"('begin admissibility check', 7006.0)",1
"('begin admissibility check', 7011.0)",1
"('begin admissibility check', 7063.0)",1
"('begin admissibility check', 7065.0)",1
"('begin admissibility check', 7146.0)",1
"('begin admissibility check', 7157.0)",1
"('begin admissibility check', 7340.0)",1
"('begin admissibility check', 7343.0)",1
"('begin admissibility check', 7382.0)",1
"('begin admissibility check', 7391.0)",1
"('begin admissibility check', 7392.0)",1
"('begin admissibility check', 7395.0)",1
"('begin admissibility check', 7436.0)",1
"('begin admissibility check', 7486.0)",1
"('begin admissibility check', 7487.0)",1
"('begin admissibility check', 7601.0)",1
"('begin admissibility check', 7698.0)",1
"('begin admissibility check', 7971.0)",1
"('begin admissibility check', 8111.0)",1
"('begin admissibility check', 8123.0)",1
"('begin admissibility check', 8135.0)",1
"('begin admissibility check', 8162.0)",1
"('begin admissibility check', 8197.0)",1
"('begin admissibility check', 8313.0)",1
"('begin admissibility check', 8365.0)",1
"('begin admissibility check', 8410.0)",1
"('begin admissibility check', 8500.0)",1
"('begin admissibility check', 8502.0)",1
"('begin admissibility check', 8741.0)",1
"('begin admissibility check', 8832.0)",1
"('begin admissibility check', 8927.0)",1
"('begin admissibility check', 8945.0)",1
"('begin admissibility check', 9414.0)",1
"('begin admissibility check', 9501.0)",1
"('begin admissibility check', 9559.0)",1
"('begin admissibility check', 9590.0)",1
"('begin admissibility check', 9691.0)",1
"('begin admissibility check', 10051.0)",1
"('begin admissibility check', 10093.0)",1
"('begin admissibility check', 10294.0)",1
"('begin admissibility check', 10364.0)",1
"('begin admissibility check', 10482.0)",1
"('begin admissibility check', 10518.0)",1
"('begin admissibility check', 10524.0)",1
"('begin admissibility check', 10754.0)",1
"('begin admissibility check', 10814.0)",1
"('begin admissibility check', 10998.0)",1
"('begin admissibility check', 11097.0)",1
"('begin admissibility check', 11198.0)",1
"('begin admissibility check', 11240.0)",1
"('begin admissibility check', 12156.0)",1
"('begin admissibility check', 13048.0)",1
"('begin admissibility check', 13063.0)",1
"('begin admissibility check', 13207.0)",1
"('begin admissibility check', 13215.0)",1
"('begin admissibility check', 13397.0)",1
"('begin admissibility check', 13871.0)",1
"('begin admissibility check', 14513.0)",1
"('begin admissibility check', 15567.0)",1
"('begin admissibility check', 15689.0)",1
"('begin admissibility check', 16217.0)",1
"('begin admissibility check', 19202.0)",1
"('begin admissibility check', 21511.0)",1
"('begin admissibility check', 25161.0)",1
"('begin editing', 0.0)",43680
"('begin editing', 1.0)",35501
"('begin editing', 2.0)",968
"('begin editing', 3.0)",893
"('begin editing', 4.0)",527
"('begin editing', 5.0)",533
"('begin editing', 6.0)",421
"('begin editing', 7.0)",464
"('begin editing', 8.0)",335
"('begin editing', 9.0)",575
"('begin editing', 10.0)",1558
"('begin editing', 11.0)",799
"('begin editing', 12.0)",301
"('begin editing', 13.0)",434
"('begin editing', 14.0)",786
"('begin editing', 15.0)",1071
"('begin editing', 16.0)",691
"('begin editing', 17.0)",816
"('begin editing', 18.0)",832
"('begin editing', 19.0)",1635
"('begin editing', 20.0)",600
"('begin editing', 21.0)",523
"('begin editing', 22.0)",362
"('begin editing', 23.0)",276
"('begin editing', 24.0)",266
"('begin editing', 25.0)",162
