Activity,Count
"('CRP', 269.0)",1
"('CRP', 271.0)",1
"('CRP', 284.0)",2
"('CRP', 291.0)",1
"('CRP', 300.0)",1
"('CRP', 310.0)",1
"('CRP', 314.0)",1
"('CRP', 326.0)",1
"('CRP', 331.0)",1
"('CRP', 332.0)",1
"('CRP', 338.0)",1
"('CRP', 349.0)",1
"('CRP', 350.0)",1
"('CRP', 360.0)",3
"('CRP', 365.0)",1
"('CRP', 374.0)",1
"('CRP', 375.0)",1
"('CRP', 381.0)",1
"('CRP', 392.0)",1
"('CRP', 393.0)",1
"('CRP', 408.0)",1
"('CRP', 411.0)",1
"('CRP', 416.0)",1
"('CRP', 429.0)",1
"('CRP', 433.0)",1
"('CRP', 444.0)",1
"('CRP', 454.0)",1
"('CRP', 465.0)",1
"('CRP', 473.0)",1
"('CRP', 475.0)",1
"('CRP', 477.0)",1
"('CRP', 480.0)",1
"('CRP', 487.0)",1
"('CRP', 489.0)",1
"('CRP', 492.0)",1
"('CRP', 498.0)",1
"('CRP', 503.0)",1
"('CRP', 506.0)",1
"('CRP', 509.0)",1
"('CRP', 511.0)",1
"('CRP', 516.0)",1
"('CRP', 520.0)",1
"('CRP', 523.0)",1
"('CRP', 525.0)",1
"('CRP', 536.0)",1
"('CRP', 539.0)",1
"('CRP', 540.0)",2
"('CRP', 543.0)",1
"('CRP', 545.0)",1
"('CRP', 549.0)",1
"('CRP', 550.0)",1
"('CRP', 555.0)",1
"('CRP', 557.0)",1
"('CRP', 558.0)",1
"('CRP', 563.0)",1
"('CRP', 566.0)",1
"('CRP', 567.0)",1
"('CRP', 570.0)",1
"('CRP', 575.0)",1
"('CRP', 579.0)",1
"('CRP', 586.0)",1
"('CRP', 587.0)",1
"('CRP', 590.0)",1
"('CRP', 592.0)",1
"('CRP', 595.0)",1
"('CRP', 600.0)",1
"('CRP', 601.0)",1
"('CRP', 603.0)",1
"('CRP', 608.0)",1
"('CRP', 611.0)",2
"('CRP', 614.0)",3
"('CRP', 617.0)",1
"('CRP', 620.0)",1
"('CRP', 621.0)",1
"('CRP', 630.0)",1
"('CRP', 632.0)",1
"('CRP', 634.0)",1
"('CRP', 636.0)",1
"('CRP', 648.0)",1
"('CRP', 667.0)",1
"('CRP', 668.0)",2
"('CRP', 678.0)",1
"('CRP', 682.0)",1
"('CRP', 688.0)",1
"('CRP', 691.0)",1
"('CRP', 697.0)",1
"('CRP', 702.0)",1
"('CRP', 718.0)",1
"('CRP', 734.0)",1
"('CRP', 750.0)",1
"('CRP', 751.0)",1
"('CRP', 762.0)",1
"('CRP', 769.0)",1
"('CRP', 772.0)",1
"('CRP', 778.0)",1
"('CRP', 780.0)",1
"('CRP', 793.0)",1
"('CRP', 794.0)",1
"('CRP', 795.0)",1
"('CRP', 801.0)",1
"('CRP', 803.0)",1
"('CRP', 806.0)",1
"('CRP', 811.0)",1
"('CRP', 815.0)",1
"('CRP', 816.0)",1
"('CRP', 849.0)",1
"('CRP', 860.0)",1
"('CRP', 865.0)",1
"('CRP', 872.0)",1
"('CRP', 874.0)",1
"('CRP', 880.0)",1
"('CRP', 882.0)",1
"('CRP', 895.0)",1
"('CRP', 902.0)",1
"('CRP', 903.0)",1
"('CRP', 905.0)",1
"('CRP', 921.0)",1
"('CRP', 926.0)",1
"('CRP', 927.0)",2
"('CRP', 928.0)",1
"('CRP', 930.0)",1
"('CRP', 940.0)",1
"('CRP', 953.0)",1
"('CRP', 957.0)",1
"('CRP', 960.0)",1
"('CRP', 974.0)",1
"('CRP', 975.0)",2
"('CRP', 984.0)",1
"('CRP', 988.0)",1
"('CRP', 990.0)",3
"('CRP', 995.0)",1
"('CRP', 997.0)",1
"('CRP', 999.0)",1
"('CRP', 1003.0)",1
"('CRP', 1005.0)",1
"('CRP', 1020.0)",1
"('CRP', 1026.0)",3
"('CRP', 1030.0)",2
"('CRP', 1032.0)",1
"('CRP', 1036.0)",1
"('CRP', 1044.0)",1
"('CRP', 1049.0)",1
"('CRP', 1050.0)",3
"('CRP', 1055.0)",2
"('CRP', 1056.0)",1
"('CRP', 1059.0)",1
"('CRP', 1060.0)",1
"('CRP', 1062.0)",1
"('CRP', 1065.0)",1
"('CRP', 1073.0)",1
"('CRP', 1074.0)",1
"('CRP', 1080.0)",22
"('CRP', 1085.0)",1
"('CRP', 1089.0)",1
"('CRP', 1095.0)",1
"('CRP', 1098.0)",1
"('CRP', 1099.0)",1
"('CRP', 1110.0)",2
"('CRP', 1117.0)",1
"('CRP', 1120.0)",1
"('CRP', 1121.0)",1
"('CRP', 1122.0)",1
"('CRP', 1131.0)",1
"('CRP', 1140.0)",1
"('CRP', 1149.0)",2
"('CRP', 1152.0)",1
"('CRP', 1165.0)",1
"('CRP', 1170.0)",1
"('CRP', 1185.0)",1
"('CRP', 1188.0)",1
"('CRP', 1190.0)",1
"('CRP', 1191.0)",1
"('CRP', 1196.0)",1
"('CRP', 1200.0)",1
"('CRP', 1201.0)",1
"('CRP', 1202.0)",2
"('CRP', 1205.0)",1
"('CRP', 1206.0)",2
"('CRP', 1210.0)",2
"('CRP', 1213.0)",1
"('CRP', 1220.0)",1
"('CRP', 1227.0)",1
"('CRP', 1229.0)",1
"('CRP', 1230.0)",2
"('CRP', 1240.0)",2
"('CRP', 1246.0)",1
"('CRP', 1251.0)",1
"('CRP', 1252.0)",1
"('CRP', 1254.0)",1
"('CRP', 1260.0)",16
"('CRP', 1264.0)",1
"('CRP', 1278.0)",1
"('CRP', 1290.0)",1
"('CRP', 1291.0)",1
"('CRP', 1305.0)",1
"('CRP', 1307.0)",1
"('CRP', 1310.0)",1
"('CRP', 1320.0)",1
"('CRP', 1321.0)",1
"('CRP', 1322.0)",1
"('CRP', 1332.0)",1
"('CRP', 1363.0)",1
"('CRP', 1370.0)",1
"('CRP', 1383.0)",1
"('CRP', 1405.0)",1
"('CRP', 1410.0)",2
"('CRP', 1421.0)",1
"('CRP', 1432.0)",1
"('CRP', 1435.0)",1
"('CRP', 1440.0)",128
"('CRP', 1445.0)",1
"('CRP', 1446.0)",2
"('CRP', 1448.0)",1
"('CRP', 1461.0)",1
"('CRP', 1482.0)",1
"('CRP', 1500.0)",2
"('CRP', 1505.0)",1
"('CRP', 1530.0)",1
"('CRP', 1531.0)",1
"('CRP', 1533.0)",1
"('CRP', 1545.0)",1
"('CRP', 1553.0)",1
"('CRP', 1554.0)",1
"('CRP', 1570.0)",1
"('CRP', 1589.0)",1
"('CRP', 1590.0)",1
"('CRP', 1604.0)",1
"('CRP', 1620.0)",4
"('CRP', 1634.0)",1
"('CRP', 1652.0)",1
"('CRP', 1659.0)",2
"('CRP', 1699.0)",1
"('CRP', 1745.0)",1
"('CRP', 1760.0)",1
"('CRP', 1768.0)",1
"('CRP', 1780.0)",1
"('CRP', 1800.0)",3
"('CRP', 1835.0)",1
"('CRP', 1859.0)",1
"('CRP', 1864.0)",1
"('CRP', 1907.0)",1
"('CRP', 1915.0)",1
"('CRP', 1925.0)",1
"('CRP', 1940.0)",1
"('CRP', 1967.0)",1
"('CRP', 1973.0)",1
