Activity,Count
"('Admission NC', 1770.0)",1
"('Admission NC', 1801.0)",1
"('Admission NC', 2088.0)",1
"('CRP', 0.0)",829
"('CRP', 1.0)",61
"('CRP', 2.0)",73
"('CRP', 3.0)",65
"('CRP', 4.0)",46
"('CRP', 5.0)",36
"('CRP', 6.0)",18
"('CRP', 7.0)",14
"('CRP', 8.0)",11
"('CRP', 9.0)",8
"('CRP', 10.0)",3
"('CRP', 11.0)",1
"('CRP', 12.0)",5
"('CRP', 13.0)",3
"('CRP', 14.0)",2
"('CRP', 15.0)",1
"('CRP', 17.0)",3
"('CRP', 18.0)",1
"('CRP', 19.0)",1
"('CRP', 22.0)",1
"('CRP', 23.0)",1
"('CRP', 24.0)",1
"('CRP', 25.0)",1
"('CRP', 26.0)",4
"('CRP', 29.0)",1
"('CRP', 31.0)",2
"('CRP', 34.0)",2
"('CRP', 36.0)",1
"('CRP', 37.0)",1
"('CRP', 38.0)",1
"('CRP', 40.0)",1
"('CRP', 41.0)",1
"('CRP', 44.0)",1
"('CRP', 45.0)",1
"('CRP', 48.0)",1
"('CRP', 49.0)",1
"('CRP', 53.0)",1
"('CRP', 54.0)",2
"('CRP', 55.0)",1
"('CRP', 57.0)",2
"('CRP', 59.0)",1
"('CRP', 60.0)",1
"('CRP', 62.0)",1
"('CRP', 63.0)",1
"('CRP', 66.0)",1
"('CRP', 67.0)",2
"('CRP', 68.0)",1
"('CRP', 70.0)",2
"('CRP', 72.0)",3
"('CRP', 73.0)",1
"('CRP', 75.0)",2
"('CRP', 77.0)",1
"('CRP', 79.0)",2
"('CRP', 82.0)",1
"('CRP', 83.0)",1
"('CRP', 84.0)",1
"('CRP', 86.0)",1
"('CRP', 87.0)",1
"('CRP', 89.0)",1
"('CRP', 91.0)",1
"('CRP', 93.0)",1
"('CRP', 95.0)",2
"('CRP', 96.0)",2
"('CRP', 98.0)",2
"('CRP', 99.0)",1
"('CRP', 100.0)",1
"('CRP', 101.0)",1
"('CRP', 102.0)",2
"('CRP', 103.0)",1
"('CRP', 104.0)",2
"('CRP', 105.0)",2
"('CRP', 108.0)",4
"('CRP', 109.0)",2
"('CRP', 110.0)",2
"('CRP', 111.0)",1
"('CRP', 112.0)",2
"('CRP', 113.0)",1
"('CRP', 114.0)",3
"('CRP', 115.0)",1
"('CRP', 116.0)",1
"('CRP', 118.0)",3
"('CRP', 119.0)",2
"('CRP', 120.0)",1
"('CRP', 121.0)",2
"('CRP', 122.0)",1
"('CRP', 123.0)",5
"('CRP', 124.0)",2
"('CRP', 125.0)",1
"('CRP', 126.0)",1
"('CRP', 127.0)",2
"('CRP', 128.0)",1
"('CRP', 130.0)",1
"('CRP', 134.0)",3
"('CRP', 136.0)",1
"('CRP', 137.0)",1
"('CRP', 138.0)",1
"('CRP', 139.0)",1
"('CRP', 140.0)",1
"('CRP', 141.0)",1
"('CRP', 144.0)",1
"('CRP', 147.0)",1
"('CRP', 150.0)",1
"('CRP', 151.0)",1
"('CRP', 153.0)",1
"('CRP', 154.0)",1
"('CRP', 155.0)",1
"('CRP', 156.0)",2
"('CRP', 159.0)",3
"('CRP', 161.0)",2
"('CRP', 162.0)",1
"('CRP', 163.0)",2
"('CRP', 164.0)",1
"('CRP', 170.0)",1
"('CRP', 172.0)",1
"('CRP', 173.0)",1
"('CRP', 175.0)",2
"('CRP', 176.0)",1
"('CRP', 177.0)",1
"('CRP', 179.0)",1
"('CRP', 181.0)",3
"('CRP', 185.0)",1
"('CRP', 186.0)",5
"('CRP', 188.0)",1
"('CRP', 191.0)",1
"('CRP', 192.0)",2
"('CRP', 195.0)",3
"('CRP', 197.0)",1
"('CRP', 198.0)",4
"('CRP', 199.0)",1
"('CRP', 200.0)",2
"('CRP', 201.0)",2
"('CRP', 204.0)",1
"('CRP', 206.0)",5
"('CRP', 207.0)",1
"('CRP', 208.0)",1
"('CRP', 209.0)",1
"('CRP', 210.0)",4
"('CRP', 211.0)",2
"('CRP', 212.0)",3
"('CRP', 213.0)",2
"('CRP', 215.0)",2
"('CRP', 216.0)",22
"('CRP', 217.0)",1
"('CRP', 218.0)",1
"('CRP', 219.0)",1
"('CRP', 220.0)",2
"('CRP', 222.0)",2
"('CRP', 224.0)",2
"('CRP', 225.0)",2
"('CRP', 227.0)",1
"('CRP', 228.0)",1
"('CRP', 230.0)",2
"('CRP', 231.0)",1
"('CRP', 233.0)",1
"('CRP', 234.0)",1
"('CRP', 237.0)",1
"('CRP', 238.0)",2
"('CRP', 239.0)",1
"('CRP', 240.0)",2
"('CRP', 241.0)",4
"('CRP', 242.0)",4
"('CRP', 243.0)",1
"('CRP', 244.0)",1
"('CRP', 246.0)",4
"('CRP', 248.0)",2
"('CRP', 250.0)",1
"('CRP', 251.0)",3
"('CRP', 252.0)",16
"('CRP', 253.0)",1
"('CRP', 256.0)",1
"('CRP', 258.0)",1
"('CRP', 259.0)",1
"('CRP', 261.0)",1
"('CRP', 262.0)",2
"('CRP', 264.0)",1
"('CRP', 265.0)",2
"('CRP', 267.0)",1
"('CRP', 273.0)",1
"('CRP', 274.0)",1
"('CRP', 277.0)",1
"('CRP', 281.0)",1
"('CRP', 282.0)",2
"('CRP', 285.0)",1
"('CRP', 287.0)",2
"('CRP', 288.0)",128
"('CRP', 289.0)",1
"('CRP', 290.0)",3
"('CRP', 293.0)",1
"('CRP', 297.0)",1
"('CRP', 300.0)",2
"('CRP', 301.0)",1
"('CRP', 306.0)",1
"('CRP', 307.0)",2
"('CRP', 309.0)",1
"('CRP', 311.0)",2
"('CRP', 314.0)",1
"('CRP', 318.0)",2
"('CRP', 321.0)",1
"('CRP', 324.0)",4
"('CRP', 327.0)",1
"('CRP', 331.0)",1
"('CRP', 332.0)",2
"('CRP', 340.0)",1
"('CRP', 349.0)",1
"('CRP', 352.0)",1
"('CRP', 354.0)",1
"('CRP', 356.0)",1
"('CRP', 360.0)",3
"('CRP', 367.0)",1
"('CRP', 372.0)",1
"('CRP', 373.0)",1
"('CRP', 382.0)",1
"('CRP', 383.0)",1
"('CRP', 385.0)",1
"('CRP', 388.0)",1
"('CRP', 394.0)",1
"('CRP', 395.0)",2
"('CRP', 396.0)",2
"('CRP', 397.0)",1
"('CRP', 398.0)",1
"('CRP', 401.0)",1
"('CRP', 402.0)",1
"('CRP', 403.0)",1
"('CRP', 409.0)",1
"('CRP', 410.0)",1
"('CRP', 411.0)",1
"('CRP', 412.0)",1
"('CRP', 416.0)",2
"('CRP', 417.0)",1
"('CRP', 420.0)",2
"('CRP', 423.0)",1
"('CRP', 425.0)",2
"('CRP', 426.0)",2
"('CRP', 427.0)",2
"('CRP', 429.0)",1
"('CRP', 431.0)",2
"('CRP', 432.0)",1
"('CRP', 433.0)",1
"('CRP', 436.0)",1
"('CRP', 437.0)",1
"('CRP', 439.0)",1
"('CRP', 441.0)",1
"('CRP', 444.0)",1
"('CRP', 446.0)",1
"('CRP', 450.0)",1
"('CRP', 451.0)",1
"('CRP', 454.0)",2
"('CRP', 455.0)",1
"('CRP', 456.0)",1
"('CRP', 458.0)",1
"('CRP', 460.0)",1
"('CRP', 461.0)",1
"('CRP', 468.0)",1
"('CRP', 473.0)",1
"('CRP', 474.0)",1
"('CRP', 477.0)",1
"('CRP', 478.0)",1
"('CRP', 479.0)",1
"('CRP', 481.0)",1
"('CRP', 482.0)",1
"('CRP', 485.0)",1
"('CRP', 486.0)",2
"('CRP', 488.0)",1
"('CRP', 489.0)",1
"('CRP', 491.0)",2
"('CRP', 494.0)",1
"('CRP', 495.0)",1
"('CRP', 497.0)",2
"('CRP', 498.0)",2
"('CRP', 499.0)",2
"('CRP', 500.0)",2
"('CRP', 501.0)",2
"('CRP', 504.0)",10
"('CRP', 507.0)",1
"('CRP', 509.0)",2
"('CRP', 510.0)",3
"('CRP', 514.0)",1
"('CRP', 516.0)",1
"('CRP', 517.0)",1
"('CRP', 518.0)",1
"('CRP', 521.0)",1
"('CRP', 526.0)",1
"('CRP', 528.0)",2
"('CRP', 529.0)",1
"('CRP', 530.0)",1
"('CRP', 531.0)",1
"('CRP', 533.0)",1
"('CRP', 534.0)",2
"('CRP', 537.0)",4
"('CRP', 540.0)",14
"('CRP', 542.0)",2
"('CRP', 547.0)",1
"('CRP', 552.0)",1
"('CRP', 563.0)",1
"('CRP', 564.0)",1
"('CRP', 569.0)",1
"('CRP', 573.0)",1
"('CRP', 576.0)",119
"('CRP', 585.0)",1
"('CRP', 588.0)",1
"('CRP', 592.0)",1
"('CRP', 601.0)",1
"('CRP', 602.0)",1
"('CRP', 606.0)",1
"('CRP', 607.0)",1
"('CRP', 610.0)",1
"('CRP', 612.0)",4
"('CRP', 613.0)",1
"('CRP', 618.0)",1
"('CRP', 628.0)",1
"('CRP', 635.0)",1
"('CRP', 637.0)",1
"('CRP', 641.0)",1
"('CRP', 648.0)",4
"('CRP', 664.0)",1
"('CRP', 672.0)",1
"('CRP', 680.0)",1
"('CRP', 692.0)",1
"('CRP', 696.0)",1
"('CRP', 697.0)",1
"('CRP', 703.0)",1
"('CRP', 707.0)",1
"('CRP', 708.0)",1
"('CRP', 719.0)",1
"('CRP', 726.0)",2
"('CRP', 728.0)",1
"('CRP', 729.0)",1
"('CRP', 730.0)",1
"('CRP', 736.0)",1
"('CRP', 742.0)",1
"('CRP', 751.0)",1
"('CRP', 756.0)",2
"('CRP', 777.0)",1
"('CRP', 780.0)",1
"('CRP', 783.0)",1
"('CRP', 790.0)",1
"('CRP', 792.0)",4
"('CRP', 795.0)",1
"('CRP', 801.0)",1
"('CRP', 802.0)",1
"('CRP', 806.0)",1
"('CRP', 814.0)",1
"('CRP', 821.0)",1
"('CRP', 828.0)",6
"('CRP', 830.0)",1
"('CRP', 835.0)",1
"('CRP', 852.0)",2
"('CRP', 862.0)",1
"('CRP', 864.0)",52
"('CRP', 900.0)",5
"('CRP', 919.0)",1
"('CRP', 933.0)",1
"('CRP', 956.0)",1
"('CRP', 963.0)",1
"('CRP', 966.0)",1
"('CRP', 967.0)",1
"('CRP', 968.0)",1
"('CRP', 969.0)",1
"('CRP', 1003.0)",1
"('CRP', 1062.0)",1
"('CRP', 1074.0)",2
"('CRP', 1080.0)",2
"('CRP', 1106.0)",1
"('CRP', 1116.0)",3
"('CRP', 1118.0)",1
"('CRP', 1140.0)",1
"('CRP', 1152.0)",18
"('CRP', 1164.0)",1
"('CRP', 1166.0)",1
"('CRP', 1168.0)",1
"('CRP', 1212.0)",1
"('CRP', 1224.0)",1
"('CRP', 1228.0)",1
"('CRP', 1252.0)",1
"('CRP', 1356.0)",1
"('CRP', 1368.0)",1
"('CRP', 1379.0)",1
"('CRP', 1397.0)",1
"('CRP', 1408.0)",1
"('CRP', 1440.0)",7
"('CRP', 1476.0)",1
"('CRP', 1620.0)",1
"('CRP', 1632.0)",1
"('CRP', 1692.0)",1
"('CRP', 1728.0)",5
"('CRP', 1764.0)",1
"('CRP', 1884.0)",1
"('CRP', 1980.0)",1
"('CRP', 2016.0)",1
"('CRP', 2019.0)",1
"('CRP', 2237.0)",1
"('CRP', 2247.0)",1
"('CRP', 2304.0)",1
"('CRP', 2592.0)",1
"('CRP', 2880.0)",1
"('CRP', 2916.0)",1
"('ER Registration', 0.0)",994
"('ER Registration', 1.0)",15
"('ER Registration', 2.0)",1
"('ER Registration', 3.0)",4
"('ER Registration', 4.0)",1
"('ER Registration', 5.0)",2
"('ER Registration', 7.0)",1
"('ER Registration', 9.0)",1
"('ER Registration', 11.0)",2
"('ER Registration', 12.0)",1
"('ER Registration', 20.0)",1
"('ER Registration', 22.0)",1
"('ER Registration', 29.0)",1
"('ER Registration', 36.0)",1
"('ER Registration', 38.0)",1
"('ER Registration', 40.0)",1
"('ER Registration', 46.0)",1
"('ER Registration', 48.0)",1
"('ER Registration', 56.0)",1
"('ER Registration', 62.0)",1
"('ER Registration', 63.0)",1
"('ER Registration', 68.0)",1
"('ER Registration', 69.0)",1
"('ER Registration', 71.0)",1
"('ER Registration', 75.0)",1
"('ER Registration', 76.0)",1
"('ER Registration', 78.0)",1
"('ER Registration', 80.0)",1
"('ER Registration', 86.0)",1
"('ER Registration', 87.0)",1
"('ER Registration', 92.0)",1
"('ER Registration', 119.0)",1
"('ER Registration', 121.0)",1
"('ER Registration', 129.0)",1
"('ER Registration', 132.0)",1
"('ER Registration', 149.0)",1
"('ER Registration', 157.0)",1
"('ER Sepsis Triage', 0.0)",7
"('ER Sepsis Triage', 1.0)",861
"('ER Sepsis Triage', 2.0)",59
"('ER Sepsis Triage', 3.0)",27
"('ER Sepsis Triage', 4.0)",16
"('ER Sepsis Triage', 5.0)",12
"('ER Sepsis Triage', 6.0)",8
"('ER Sepsis Triage', 7.0)",9
"('ER Sepsis Triage', 8.0)",5
"('ER Sepsis Triage', 9.0)",1
"('ER Sepsis Triage', 10.0)",1
"('ER Sepsis Triage', 11.0)",3
"('ER Sepsis Triage', 12.0)",7
"('ER Sepsis Triage', 13.0)",1
"('ER Sepsis Triage', 14.0)",4
"('ER Sepsis Triage', 16.0)",2
"('ER Sepsis Triage', 17.0)",1
"('ER Sepsis Triage', 18.0)",1
"('ER Sepsis Triage', 19.0)",1
"('ER Sepsis Triage', 20.0)",2
"('ER Sepsis Triage', 21.0)",1
"('ER Sepsis Triage', 22.0)",1
"('ER Sepsis Triage', 23.0)",2
"('ER Sepsis Triage', 24.0)",1
"('ER Sepsis Triage', 25.0)",1
"('ER Sepsis Triage', 26.0)",1
"('ER Sepsis Triage', 29.0)",2
"('ER Sepsis Triage', 30.0)",1
"('ER Sepsis Triage', 31.0)",1
"('ER Sepsis Triage', 32.0)",2
"('ER Sepsis Triage', 42.0)",1
"('ER Sepsis Triage', 44.0)",1
"('ER Sepsis Triage', 48.0)",1
"('ER Sepsis Triage', 49.0)",1
"('ER Sepsis Triage', 61.0)",1
"('ER Sepsis Triage', 112.0)",1
"('ER Sepsis Triage', 135.0)",1
"('ER Triage', 0.0)",6
"('ER Triage', 1.0)",353
"('ER Triage', 2.0)",301
"('ER Triage', 3.0)",160
"('ER Triage', 4.0)",101
"('ER Triage', 5.0)",60
"('ER Triage', 6.0)",26
"('ER Triage', 7.0)",17
"('ER Triage', 8.0)",10
"('ER Triage', 9.0)",6
"('ER Triage', 10.0)",4
"('ER Triage', 11.0)",1
"('ER Triage', 12.0)",3
"('ER Triage', 13.0)",1
"('ER Triage', 17.0)",1
"('ER Triage', 18.0)",1
"('ER Triage', 379.0)",1
"('IV Antibiotics', 0.0)",23
"('IV Antibiotics', 1.0)",443
"('IV Antibiotics', 2.0)",46
"('IV Antibiotics', 3.0)",20
"('IV Antibiotics', 4.0)",16
"('IV Antibiotics', 5.0)",9
"('IV Antibiotics', 6.0)",14
"('IV Antibiotics', 7.0)",13
"('IV Antibiotics', 8.0)",5
"('IV Antibiotics', 9.0)",6
"('IV Antibiotics', 10.0)",6
"('IV Antibiotics', 11.0)",5
"('IV Antibiotics', 12.0)",7
"('IV Antibiotics', 13.0)",15
"('IV Antibiotics', 14.0)",3
"('IV Antibiotics', 15.0)",5
"('IV Antibiotics', 16.0)",7
"('IV Antibiotics', 17.0)",5
"('IV Antibiotics', 18.0)",4
"('IV Antibiotics', 19.0)",5
"('IV Antibiotics', 20.0)",6
"('IV Antibiotics', 21.0)",8
"('IV Antibiotics', 22.0)",4
"('IV Antibiotics', 23.0)",8
"('IV Antibiotics', 24.0)",12
"('IV Antibiotics', 25.0)",11
"('IV Antibiotics', 26.0)",4
"('IV Antibiotics', 27.0)",5
"('IV Antibiotics', 28.0)",8
"('IV Antibiotics', 29.0)",8
"('IV Antibiotics', 30.0)",3
"('IV Antibiotics', 31.0)",5
"('IV Antibiotics', 32.0)",8
"('IV Antibiotics', 33.0)",8
"('IV Antibiotics', 34.0)",3
"('IV Antibiotics', 35.0)",5
"('IV Antibiotics', 36.0)",2
"('IV Antibiotics', 37.0)",6
"('IV Antibiotics', 38.0)",3
"('IV Antibiotics', 39.0)",3
"('IV Antibiotics', 40.0)",2
"('IV Antibiotics', 41.0)",3
"('IV Antibiotics', 42.0)",5
"('IV Antibiotics', 43.0)",1
"('IV Antibiotics', 44.0)",2
"('IV Antibiotics', 45.0)",4
"('IV Antibiotics', 46.0)",1
"('IV Antibiotics', 48.0)",3
"('IV Antibiotics', 49.0)",2
"('IV Antibiotics', 50.0)",1
"('IV Antibiotics', 52.0)",1
"('IV Antibiotics', 53.0)",1
"('IV Antibiotics', 54.0)",3
"('IV Antibiotics', 55.0)",3
"('IV Antibiotics', 56.0)",2
"('IV Antibiotics', 57.0)",1
"('IV Antibiotics', 58.0)",2
"('IV Antibiotics', 60.0)",1
"('IV Antibiotics', 61.0)",1
"('IV Antibiotics', 62.0)",2
"('IV Antibiotics', 67.0)",1
"('IV Antibiotics', 74.0)",1
"('IV Antibiotics', 103.0)",1
"('IV Antibiotics', 104.0)",1
"('IV Liquid', 0.0)",42
"('IV Liquid', 1.0)",272
"('IV Liquid', 2.0)",43
"('IV Liquid', 3.0)",30
"('IV Liquid', 4.0)",20
"('IV Liquid', 5.0)",8
"('IV Liquid', 6.0)",17
"('IV Liquid', 7.0)",12
"('IV Liquid', 8.0)",7
"('IV Liquid', 9.0)",8
"('IV Liquid', 10.0)",9
"('IV Liquid', 11.0)",4
"('IV Liquid', 12.0)",2
"('IV Liquid', 13.0)",10
"('IV Liquid', 14.0)",7
"('IV Liquid', 15.0)",8
"('IV Liquid', 16.0)",6
"('IV Liquid', 17.0)",5
"('IV Liquid', 18.0)",6
"('IV Liquid', 19.0)",4
"('IV Liquid', 20.0)",8
"('IV Liquid', 21.0)",4
"('IV Liquid', 22.0)",6
"('IV Liquid', 23.0)",8
"('IV Liquid', 24.0)",10
"('IV Liquid', 25.0)",8
"('IV Liquid', 26.0)",5
"('IV Liquid', 27.0)",11
"('IV Liquid', 28.0)",5
"('IV Liquid', 29.0)",9
"('IV Liquid', 30.0)",13
"('IV Liquid', 31.0)",3
"('IV Liquid', 32.0)",6
"('IV Liquid', 33.0)",3
"('IV Liquid', 34.0)",5
"('IV Liquid', 35.0)",4
"('IV Liquid', 36.0)",5
"('IV Liquid', 37.0)",9
"('IV Liquid', 38.0)",6
"('IV Liquid', 39.0)",9
"('IV Liquid', 40.0)",6
"('IV Liquid', 41.0)",5
"('IV Liquid', 42.0)",3
"('IV Liquid', 43.0)",3
"('IV Liquid', 44.0)",5
"('IV Liquid', 45.0)",4
"('IV Liquid', 46.0)",4
"('IV Liquid', 47.0)",3
"('IV Liquid', 48.0)",5
"('IV Liquid', 49.0)",2
"('IV Liquid', 50.0)",1
"('IV Liquid', 51.0)",2
"('IV Liquid', 52.0)",1
"('IV Liquid', 53.0)",2
